,tag,text,0
51750,B-PER,Lavastaja,147
79592,B-PER,võib,147
21008,B-LOC,pärit,145
31297,B-ORG,Ka,145
52699,B-PER,Näiteks,144
57157,B-PER,de,143
3043,B-LOC,Kuid,143
75652,B-PER,teab,142
79855,B-PER,võttis,142
44053,B-ORG,siis,140
51415,B-PER,Kuigi,139
79360,B-PER,väidab,139
14046,B-LOC,kuidas,138
29638,B-ORG,!,138
48786,B-PER,;,138
59133,B-PER,hakkas,137
14359,B-LOC,kus,137
37905,B-ORG,kirjutas,136
67374,B-PER,mitte,136
62598,B-PER,kirjeldab,135
77347,B-PER,tõdeb,135
20702,B-LOC,protsenti,135
48661,B-PER,7,135
62376,B-PER,kindral,134
37385,B-ORG,kas,134
29248,B-LOC,ühes,134
75038,B-PER,sõnab,133
59664,B-PER,hr,133
22297,B-LOC,saanud,132
66195,B-PER,läks,132
25357,B-LOC,toimus,132
43999,B-ORG,sest,132
76297,B-PER,the,132
48125,B-PER,/,131
67013,B-PER,mees,131
40503,B-ORG,mida,131
55523,B-PER,advokaat,130
60869,B-PER,jutustab,129
77639,B-PER,tütar,129
18057,B-LOC,nad,127
65389,B-PER,leiab,126
80532,B-PER,üks,126
79456,B-PER,välja,125
52824,B-PER,Osades,125
53263,B-PER,President,125
22929,B-LOC,siin,125
63183,B-PER,kommenteerib,125
57663,B-PER,ega,124
68905,B-PER,näitleja,124
9186,B-LOC,enne,123
31371,B-ORG,Kas,122
43600,B-ORG,saab,122
78646,B-PER,vastab,122
71203,B-PER,presidendi,121
68996,B-PER,nõunik,121
76896,B-PER,tuleb,121
72694,B-PER,rezhissöör,121
28245,B-LOC,välja,121
64491,B-PER,käis,120
60947,B-PER,jäi,120
42554,B-ORG,praegu,119
58109,B-PER,enne,119
41510,B-ORG,ole,118
58858,B-PER,fotograaf,118
78885,B-PER,vend,118
13815,B-LOC,korda,118
32335,B-ORG,Näiteks,118
74894,B-PER,sõber,118
55438,B-PER,abilinnapea,117
60394,B-PER,isegi,117
29641,B-ORG,&,115
45015,B-ORG,teatas,114
17128,B-LOC,miljonit,114
38938,B-ORG,kuulub,113
57285,B-PER,direktori,113
59630,B-PER,hoopis,113
35398,B-ORG,endine,112
41552,B-ORG,olnud,112
5845,B-LOC,Tallinnas,111
73505,B-PER,seda,111
25347,B-LOC,toimub,110
59312,B-PER,helilooja,110
35228,B-ORG,ehk,110
14594,B-LOC,käis,110
34032,B-ORG,ainult,109
34076,B-ORG,ajalehe,109
65285,B-PER,lausub,109
34049,B-ORG,ajakiri,108
25074,B-LOC,tema,107
51451,B-PER,Kuna,107
67235,B-PER,miks,107
897,B-LOC,Aga,107
42719,B-ORG,protsenti,106
18837,B-LOC,olla,106
79438,B-PER,välisminister,105
48616,B-PER,6,105
44813,B-ORG,tagasi,105
16427,B-LOC,ma,104
34085,B-ORG,ajaleht,104
19683,B-LOC,peab,103
69053,B-PER,of,103
37894,B-ORG,kirjutab,103
20362,B-LOC,pool,102
40579,B-ORG,mis,102
45119,B-ORG,tegi,102
52553,B-PER,Nagu,102
60659,B-PER,juba,102
63093,B-PER,kolleeg,102
71735,B-PER,pärit,102
38855,B-ORG,kus,101
78916,B-PER,vennad,100
11537,B-LOC,jääb,100
47914,B-ORG,üks,100
28304,B-LOC,väljaspool,100
56035,B-PER,andis,100
11931,B-LOC,kaks,100
9142,B-LOC,endine,100
61658,B-PER,kapten,100
36754,B-ORG,juba,100
63165,B-PER,komissar,99
67240,B-PER,mil,99
77067,B-PER,tuntud,99
54403,B-PER,Tallinnast,99
3068,B-LOC,Kuna,98
18680,B-LOC,nüüd,98
60043,B-PER,ilmunud,98
54749,B-PER,Tõlkinud,98
67258,B-PER,mille,97
61626,B-PER,kantsler,97
46487,B-ORG,vaid,97
64391,B-PER,kuulub,97
70149,B-PER,peale,97
9145,B-LOC,endise,97
64075,B-PER,kuna,96
16185,B-LOC,läheb,96
67314,B-PER,minister,96
33769,B-ORG,Von,96
77574,B-PER,töötanud,96
16256,B-LOC,läks,95
19721,B-LOC,peaks,95
66367,B-PER,ma,95
49819,B-PER,Ent,94
10142,B-LOC,hiljuti,94
75161,B-PER,sündinud,93
46844,B-ORG,veel,93
65232,B-PER,laulja,93
65401,B-PER,leidis,93
74002,B-PER,siseminister,93
80306,B-PER,õpetaja,93
3045,B-LOC,Kuigi,92
75897,B-PER,tegevjuht,92
14901,B-LOC,küll,92
75996,B-PER,teinud,91
48893,B-PER,ARNE,91
19752,B-LOC,peamiselt,91
22593,B-LOC,seda,91
79820,B-PER,võtab,91
22498,B-LOC,samuti,91
48101,B-PER,',90
38455,B-ORG,koos,90
61067,B-PER,jääb,89
68568,B-PER,nime,89
9133,B-LOC,end,88
19200,B-LOC,otse,88
14213,B-LOC,kunagi,88
43531,B-ORG,räägib,88
71851,B-PER,põhjendab,88
41513,B-ORG,oleks,88
75720,B-PER,teatas,88
34071,B-ORG,ajakirjas,86
64174,B-PER,kunstniku,86
64088,B-PER,kuningas,86
2347,B-LOC,Ja,86
68291,B-PER,naine,86
62001,B-PER,keegi,86
38663,B-ORG,kuidas,85
17108,B-LOC,mil,85
29593,B-LOC,ütleb,85
65657,B-PER,liikme,85
34323,B-ORG,andis,85
61120,B-PER,jõudis,85
11401,B-LOC,jäi,84
11606,B-LOC,jõudis,84
14476,B-LOC,kuulub,84
49873,B-PER,Et,84
70521,B-PER,pidi,84
51799,B-PER,Lennart,84
65991,B-PER,lubab,84
52600,B-PER,Nii,84
65616,B-PER,liider,84
26256,B-LOC,tänapäeva,83
70081,B-PER,peadirektori,83
76693,B-PER,treener,83
14212,B-LOC,kuna,83
7945,B-LOC,asuva,83
57619,B-PER,eesotsas,83
819,B-LOC,;,82
68236,B-PER,naerab,82
51919,B-PER,Lugupidamisega,82
38661,B-ORG,kuid,82
11181,B-LOC,ju,82
55374,B-PER,aastal,82
31602,B-ORG,Kuid,81
4192,B-LOC,New,81
48742,B-PER,9,81
33916,B-ORG,aasta,81
56071,B-PER,annab,81
75334,B-PER,tagasi,80
68592,B-PER,nimetab,80
8754,B-LOC,ega,80
35429,B-ORG,enne,80
22571,B-LOC,seal,79
80595,B-PER,ülem,79
71309,B-PER,produtsent,79
60044,B-PER,ilmus,79
61998,B-PER,keda,79
47173,B-ORG,välja,78
38024,B-ORG,kogu,78
35154,B-ORG,eest,78
77563,B-PER,töötaja,78
69574,B-PER,otsustas,78
70237,B-PER,peasekretär,77
56347,B-PER,arutleb,77
70953,B-PER,polnud,77
69141,B-PER,olla,77
36216,B-ORG,hoopis,76
53061,B-PER,Peaminister,76
76966,B-PER,tulnud,76
16692,B-LOC,maja,76
20397,B-LOC,poolt,76
56505,B-PER,asepresident,76
10140,B-LOC,hiljem,75
41543,B-ORG,olid,75
66079,B-PER,luuletaja,75
33938,B-ORG,aastat,75
43647,B-ORG,saanud,74
5847,B-LOC,Tallinnast,74
70841,B-PER,poja,74
9022,B-LOC,elu,74
51476,B-PER,Kunstnik,74
60397,B-PER,iseloomustab,74
42124,B-ORG,peab,73
68583,B-PER,nimeks,73
1567,B-LOC,Eesti,73
70400,B-PER,perekond,73
70136,B-PER,peaks,73
8579,B-LOC,edasi,73
35824,B-ORG,firmale,73
14365,B-LOC,kuskil,73
12339,B-LOC,kaudu,73
50118,B-PER,HELEN,73
43828,B-ORG,see,73
18810,B-LOC,olen,73
4859,B-LOC,Pärast,73
19820,B-LOC,peetakse,73
53612,B-PER,Rezhissöör,72
28796,B-LOC,Üks,72
9320,B-LOC,eriti,72
13305,B-LOC,kokku,72
77380,B-PER,tõi,71
75370,B-PER,tahab,71
64870,B-PER,küsis,71
68885,B-PER,näitab,71
47937,B-ORG,üle,71
77329,B-PER,tänu,71
67809,B-PER,mängib,71
35,B-LOC,...,71
35399,B-ORG,endise,71
57940,B-PER,elav,71
57724,B-PER,ei,70
1746,B-LOC,Et,70
22233,B-LOC,saabus,70
36850,B-ORG,just,70
66000,B-PER,lubas,70
62974,B-PER,kohtunik,70
69847,B-PER,pani,70
25973,B-LOC,tuntud,70
70509,B-PER,pidas,70
34083,B-ORG,ajalehes,69
16187,B-LOC,lähedal,69
8805,B-LOC,ehk,69
60658,B-PER,ju,69
6851,B-LOC,a.,69
36614,B-ORG,isegi,69
18465,B-LOC,nädalal,69
40069,B-ORG,lõpetanud,69
17406,B-LOC,mujal,69
48564,B-PER,5,69
57621,B-PER,eest,69
77922,B-PER,uurija,68
10935,B-LOC,ise,68
75712,B-PER,teatab,68
33392,B-ORG,The,68
57911,B-PER,elab,68
73075,B-PER,rõhutab,68
40031,B-ORG,läks,68
7290,B-LOC,all,68
75055,B-PER,sõnas,67
62818,B-PER,kodanik,67
37630,B-ORG,kes,67
68825,B-PER,näeb,67
24830,B-LOC,tegi,67
69719,B-PER,pakkus,67
72169,B-PER,rahandusminister,67
14224,B-LOC,kuni,67
78223,B-PER,vald,67
73683,B-PER,selgitas,67
67266,B-PER,milles,67
69129,B-PER,olevat,67
19727,B-LOC,peale,66
64612,B-PER,kõik,66
77045,B-PER,tunnistas,66
69242,B-PER,ongi,66
62292,B-PER,kiidab,66
23909,B-LOC,sõitis,66
66142,B-PER,läheb,66
32685,B-ORG,Pärast,66
48137,B-PER,1.,66
13814,B-LOC,kord,66
18350,B-LOC,nn,66
69031,B-PER,nüüd,65
14360,B-LOC,kusagil,65
62451,B-PER,kinnitas,65
35186,B-ORG,ega,65
67259,B-PER,millega,65
48355,B-PER,2.,65
69181,B-PER,oma,65
25145,B-LOC,terve,65
27563,B-LOC,vastu,64
77581,B-PER,töötav,64
69480,B-PER,ostis,64
21368,B-LOC,raha,64
67079,B-PER,meie,64
53280,B-PER,Professor,64
64824,B-PER,küll,64
7911,B-LOC,asus,64
73254,B-PER,saatis,63
37804,B-ORG,kinnitab,63
8344,B-LOC,de,63
69391,B-PER,osa,63
57308,B-PER,dirigent,63
61093,B-PER,jäänud,63
63140,B-PER,kolonel,63
77575,B-PER,töötas,63
50334,B-PER,Härra,63
73464,B-PER,sattus,63
53299,B-PER,Proua,62
49556,B-PER,Doktor,62
23685,B-LOC,suursaadik,62
78666,B-PER,vastas,62
28854,B-LOC,ära,62
6903,B-LOC,aastate,62
50770,B-PER,KAHU,62
38745,B-ORG,kuna,62
62632,B-PER,kirjutanud,62
24872,B-LOC,teha,61
50758,B-PER,KAALEP,61
36439,B-ORG,ilmus,61
78447,B-PER,vandeadvokaat,61
64469,B-PER,käib,61
49485,B-PER,DJ,61
24118,B-LOC,sündis,60
42144,B-ORG,peaks,60
22243,B-LOC,saada,60
62561,B-PER,kirjaniku,60
40070,B-ORG,lõpetas,60
9114,B-LOC,enam,60
27465,B-LOC,varem,60
9136,B-LOC,endale,60
53424,B-PER,RAUDSEPP,60
29674,B-ORG,/,60
74966,B-PER,sõitis,60
57934,B-PER,elas,59
73156,B-PER,saa,59
69727,B-PER,pakub,59
24702,B-LOC,teda,59
63875,B-PER,kuigi,59
34075,B-ORG,ajal,59
28450,B-LOC,võiks,59
73628,B-PER,sekretär,59
22766,B-LOC,selle,59
67886,B-PER,märkis,59
23751,B-LOC,suvel,59
34319,B-ORG,and,58
56374,B-PER,arvas,58
69246,B-PER,onu,58
77857,B-PER,usub,58
67828,B-PER,mängis,58
53360,B-PER,Pärast,58
51179,B-PER,Kirjanik,58
66258,B-PER,lõpetanud,58
17106,B-LOC,miks,58
14565,B-LOC,käib,58
31604,B-ORG,Kuigi,58
55932,B-PER,alustas,57
46126,B-ORG,töötab,57
56086,B-PER,ansambel,57
22018,B-LOC,rohkem,57
47455,B-ORG,võttis,57
10379,B-LOC,huvi,57
66946,B-PER,meelde,57
36,B-LOC,/,57
40520,B-ORG,mil,57
24117,B-LOC,sündinud,57
22120,B-LOC,räägib,57
26343,B-LOC,tõi,57
7459,B-LOC,andis,57
22843,B-LOC,seotud,57
24704,B-LOC,teeb,56
69059,B-PER,ohkab,56
34081,B-ORG,ajalehele,56
5841,B-LOC,Tallinna,56
47280,B-ORG,võib,56
79700,B-PER,võitis,56
60699,B-PER,juhib,56
26269,B-LOC,tänases,56
18191,B-LOC,need,56
48457,B-PER,3.,56
68136,B-PER,möönab,56
38968,B-ORG,kuuluvad,56
26502,B-LOC,töötab,56
72570,B-PER,rektor,55
69217,B-PER,omaniku,55
41684,B-ORG,osa,55
80180,B-PER,õde,55
65812,B-PER,lisaks,55
4,B-LOC,&,55
49130,B-PER,Arhitekt,55
52314,B-PER,Miks,55
52051,B-PER,MIHKEL,55
22956,B-LOC,siiski,55
4196,B-LOC,Nii,55
79623,B-PER,võiks,55
7266,B-LOC,algul,55
45699,B-ORG,tuleb,55
46137,B-ORG,töötas,54
55669,B-PER,ajaloolane,54
48138,B-PER,10,54
24912,B-LOC,teine,54
56601,B-PER,astus,54
79129,B-PER,viis,54
28107,B-LOC,vähemalt,54
68517,B-PER,nentis,54
9117,B-LOC,enamik,54
22215,B-LOC,saa,54
66661,B-PER,majandusminister,54
69114,B-PER,olen,54
51346,B-PER,Koos,54
60835,B-PER,jurist,54
41764,B-ORG,ostis,54
76568,B-PER,toob,54
40598,B-ORG,mitte,53
16996,B-LOC,meil,53
70154,B-PER,pealik,53
24919,B-LOC,teised,53
9183,B-LOC,ennast,53
31619,B-ORG,Kuna,53
68672,B-PER,noor,53
49741,B-PER,Ehkki,53
13216,B-LOC,kohta,53
25824,B-LOC,tulevad,53
59428,B-PER,hindab,53
30229,B-ORG,Ajakirja,53
10662,B-LOC,ilmus,53
16884,B-LOC,me,53
42388,B-ORG,plaadifirma,52
65620,B-PER,liidri,52
42151,B-ORG,peale,52
9356,B-LOC,esimene,52
45306,B-ORG,tema,52
60099,B-PER,imestab,52
80574,B-PER,üle,52
69817,B-PER,paneb,52
71283,B-PER,printsess,52
50602,B-PER,James,52
60739,B-PER,juhtinud,52
59128,B-PER,hakkab,52
57311,B-PER,disainer,52
18823,B-LOC,olevat,52
19973,B-LOC,pidi,52
12952,B-LOC,kl,52
56625,B-PER,asutaja,52
74218,B-PER,soovitab,52
37030,B-ORG,jõudis,52
24411,B-LOC,talle,51
8962,B-LOC,elas,51
74896,B-PER,sõbra,51
30136,B-ORG,;,51
43612,B-ORG,saada,51
16951,B-LOC,mees,51
24343,B-LOC,tahab,51
45729,B-ORG,tuli,51
16992,B-LOC,meie,51
79409,B-PER,väitis,51
9301,B-LOC,erinevalt,51
47354,B-ORG,võitis,51
4289,B-LOC,Nõukogude,51
77653,B-PER,tütre,51
2875,B-LOC,Kogu,51
55653,B-PER,ajal,51
23848,B-LOC,sõda,51
64076,B-PER,kunagi,50
64211,B-PER,kurdab,50
68231,B-PER,nad,50
22409,B-LOC,sajandi,50
69853,B-PER,pankrotihaldur,50
41826,B-ORG,otsustas,50
6990,B-LOC,aega,50
68620,B-PER,nimi,50
61407,B-PER,kaitseminister,50
9937,B-LOC,hakkab,50
80075,B-PER,ära,50
80346,B-PER,õppejõud,50
41549,B-ORG,olla,50
39973,B-ORG,läbi,50
66115,B-PER,läbi,49
25868,B-LOC,tulnud,49
75387,B-PER,tahtis,49
18207,B-LOC,neid,49
9709,B-LOC,firma,49
24399,B-LOC,tal,49
77026,B-PER,tunneb,49
6859,B-LOC,aadressil,49
19468,B-LOC,palju,49
67550,B-PER,muigab,49
64084,B-PER,kuni,49
61199,B-PER,kaasa,49
71137,B-PER,pr,49
63190,B-PER,kommenteeris,48
60449,B-PER,istus,48
12651,B-LOC,kevadel,48
8660,B-LOC,eelkõige,48
64402,B-PER,kuulus,48
9945,B-LOC,hakkas,48
73849,B-PER,sideminister,48
14593,B-LOC,käinud,48
67269,B-PER,millest,48
60740,B-PER,juhtis,48
7490,B-LOC,annab,48
64296,B-PER,kutsus,48
45036,B-ORG,teeb,48
65024,B-PER,lahkus,48
8975,B-LOC,elavad,48
33293,B-ORG,Tallinnas,48
62135,B-PER,kellega,48
50525,B-PER,JA,47
29425,B-LOC,üles,47
16753,B-LOC,maksab,47
17119,B-LOC,miljoni,47
7274,B-LOC,alguse,47
29857,B-ORG,1998,47
63870,B-PER,kuhu,47
50572,B-PER,JUUR,47
8821,B-LOC,ei,47
51879,B-PER,Lisaks,47
24220,B-LOC,taas,47
39021,B-ORG,käis,47
52519,B-PER,NESTOR,47
73915,B-PER,siiski,47
70275,B-PER,peatreener,47
68604,B-PER,nimetas,47
61299,B-PER,kadunud,47
9375,B-LOC,esindaja,47
41475,B-ORG,of,47
55802,B-PER,alates,47
11567,B-LOC,jäänud,47
11382,B-LOC,juures,47
38746,B-ORG,kunagi,47
41457,B-ORG,nüüd,47
16361,B-LOC,lõpul,46
55387,B-PER,aastat,46
55398,B-PER,abi,46
75369,B-PER,taha,46
23874,B-LOC,sõidab,46
55726,B-PER,akadeemik,46
73794,B-PER,seotud,46
11429,B-LOC,jälle,46
40517,B-ORG,miks,46
56025,B-PER,and,46
61778,B-PER,kasutab,46
20334,B-LOC,polnud,46
80362,B-PER,õppinud,46
78689,B-PER,vastu,46
68843,B-PER,nägi,46
17200,B-LOC,minna,46
6850,B-LOC,a,46
34346,B-ORG,annab,46
39999,B-ORG,läheb,45
11618,B-LOC,jõudnud,45
19469,B-LOC,paljud,45
12422,B-LOC,keda,45
45009,B-ORG,teatab,45
52306,B-PER,Mida,45
63787,B-PER,kriitik,45
22257,B-LOC,saadeti,45
26519,B-LOC,töötas,45
77561,B-PER,töötab,45
56445,B-PER,aseesimees,45
59340,B-PER,helistas,45
5,B-LOC,',45
29252,B-LOC,ühest,45
55848,B-PER,alla,45
76768,B-PER,trummar,45
65823,B-PER,lisas,45
62673,B-PER,kitarrist,45
78452,B-PER,vanem,45
16359,B-LOC,lõpuks,45
7278,B-LOC,alguses,45
51414,B-PER,Kuidas,45
80121,B-PER,ärimehe,45
18800,B-LOC,olema,44
8176,B-LOC,avati,44
62877,B-PER,kogu,44
43970,B-ORG,seoses,44
11151,B-LOC,jooksul,44
70071,B-PER,peaarst,44
46098,B-ORG,tööle,44
11597,B-LOC,jõuab,44
38950,B-ORG,kuulus,44
24915,B-LOC,teinud,44
71736,B-PER,päritolu,44
39086,B-ORG,kõik,44
2313,B-LOC,Isegi,44
58248,B-PER,eriti,44
71282,B-PER,prints,44
51675,B-PER,LUUK,44
29673,B-ORG,...,44
58055,B-PER,enam,44
24945,B-LOC,teiste,44
19151,B-LOC,ostis,44
20372,B-LOC,poole,44
63599,B-PER,kord,44
53992,B-PER,Sest,44
35828,B-ORG,firmas,44
7944,B-LOC,asuv,44
73697,B-PER,selle,44
77422,B-PER,tõlkinud,44
29154,B-LOC,õppinud,44
13388,B-LOC,kolm,44
57933,B-PER,elanud,44
61125,B-PER,jõudnud,43
68852,B-PER,näha,43
19830,B-LOC,peeti,43
17826,B-LOC,mõni,43
5647,B-LOC,Suri,43
24798,B-LOC,tegelikult,43
23906,B-LOC,sõita,43
6478,B-LOC,Vana,43
29861,B-ORG,1999,43
61045,B-PER,jätkab,43
74775,B-PER,suursaadik,43
63031,B-PER,kokku,43
21080,B-LOC,põhiliselt,43
68059,B-PER,mõtiskleb,43
45990,B-ORG,tänu,43
65897,B-PER,loodab,43
18504,B-LOC,näha,43
34620,B-ORG,asub,43
73414,B-PER,samuti,43
7240,B-LOC,algas,43
45141,B-ORG,teha,43
46076,B-ORG,tööd,42
70881,B-PER,poliitik,42
64915,B-PER,la,42
41185,B-ORG,nimega,42
10609,B-LOC,ikka,42
66231,B-PER,lõi,42
61789,B-PER,kasutas,42
15850,B-LOC,lisaks,42
7946,B-LOC,asuvad,42
29222,B-LOC,ühele,42
73239,B-PER,saatejuht,42
75915,B-PER,tegid,42
14487,B-LOC,kuulus,42
61830,B-PER,kasvõi,42
14889,B-LOC,külastas,42
12735,B-LOC,kilomeetrit,42
8959,B-LOC,elanud,42
35641,B-ORG,esitas,41
14703,B-LOC,kõigi,41
76990,B-PER,tundis,41
75885,B-PER,tegevdirektori,41
59688,B-PER,hulgas,41
48513,B-PER,4.,41
14716,B-LOC,kõiki,41
34653,B-ORG,asuva,41
74939,B-PER,sõidab,41
79726,B-PER,võitnud,41
24087,B-LOC,sügisel,41
65154,B-PER,lasi,41
66882,B-PER,me,41
48567,B-PER,5.,41
30214,B-ORG,Aga,41
66259,B-PER,lõpetas,41
72037,B-PER,püüab,41
29597,B-LOC,ütles,41
52742,B-PER,ON,41
18808,B-LOC,oleme,41
46193,B-ORG,tütarfirma,41
45362,B-ORG,the,40
80762,B-PER,üritas,40
58352,B-PER,esindab,40
62985,B-PER,kohtus,40
69799,B-PER,palus,40
67549,B-PER,muidugi,40
34501,B-ORG,arvab,40
70184,B-PER,peaministri,40
41564,B-ORG,oma,40
69398,B-PER,osakonnajuhataja,40
19805,B-LOC,peavad,40
7291,B-LOC,alla,40
58748,B-PER,filosoof,40
57424,B-PER,dr.,40
67572,B-PER,mulle,40
24718,B-LOC,teel,40
11369,B-LOC,juurde,40
58128,B-PER,ent,40
78915,B-PER,venna,40
18720,B-LOC,of,40
65913,B-PER,looja,40
56451,B-PER,asekantsler,40
18950,B-LOC,ongi,40
68196,B-PER,müüs,40
35065,B-ORG,edasi,40
56196,B-PER,arhitekti,40
43669,B-ORG,saatis,40
12558,B-LOC,keset,40
17138,B-LOC,millega,40
66032,B-PER,lugu,40
77349,B-PER,tõdes,39
28933,B-LOC,äsja,39
73592,B-PER,seisab,39
72661,B-PER,restoranis,39
78334,B-PER,vallavanem,39
55959,B-PER,ameeriklane,39
58518,B-PER,ette,39
